learning_rate,training_score,testing_score,model
0.32999999999999996,0.9601449275362319,0.8992248062015504,Top 5 Chi2
0.35,0.9606625258799172,0.8852713178294573,Top 5 Chi2
0.36999999999999994,0.9632505175983437,0.8837209302325582,Top 5 Chi2
0.38999999999999996,0.9611801242236024,0.8775193798449612,Top 5 Chi2
0.4099999999999999,0.968944099378882,0.8945736434108527,Top 5 Chi2
0.42999999999999994,0.9596273291925466,0.8852713178294573,Top 5 Chi2
0.44999999999999996,0.9679089026915114,0.8883720930232558,Top 5 Chi2
0.4699999999999999,0.9782608695652174,0.9100775193798449,Top 5 Chi2
0.48999999999999994,0.9715320910973085,0.8930232558139535,Top 5 Chi2
0.5099999999999999,0.9767080745341615,0.8930232558139535,Top 5 Chi2
0.5299999999999999,0.9767080745341615,0.9131782945736434,Top 5 Chi2
0.5499999999999999,0.9782608695652174,0.8930232558139535,Top 5 Chi2
0.57,0.9772256728778468,0.8976744186046511,Top 5 Chi2
0.59,0.9684265010351967,0.9038759689922481,Top 5 Chi2
0.6099999999999999,0.977743271221532,0.8992248062015504,Top 5 Chi2
0.6299999999999999,0.9818840579710145,0.9178294573643411,Top 5 Chi2
0.6499999999999999,0.9839544513457557,0.9085271317829458,Top 5 Chi2
0.6699999999999999,0.9824016563146998,0.9069767441860465,Top 5 Chi2
0.69,0.9813664596273292,0.9131782945736434,Top 5 Chi2
0.7099999999999999,0.9880952380952381,0.9007751937984496,Top 5 Chi2
0.7299999999999999,0.9880952380952381,0.9085271317829458,Top 5 Chi2
0.7499999999999999,0.9849896480331263,0.9007751937984496,Top 5 Chi2
0.7699999999999999,0.9901656314699793,0.9069767441860465,Top 5 Chi2
0.7899999999999999,0.9917184265010351,0.8945736434108527,Top 5 Chi2
0.8099999999999998,0.9937888198757764,0.9224806201550387,Top 5 Chi2
0.8299999999999998,0.9937888198757764,0.9178294573643411,Top 5 Chi2
0.8499999999999999,0.994824016563147,0.9178294573643411,Top 5 Chi2
0.8699999999999999,0.9937888198757764,0.9100775193798449,Top 5 Chi2
0.8899999999999999,0.9917184265010351,0.9038759689922481,Top 5 Chi2
0.9099999999999999,0.9880952380952381,0.9007751937984496,Top 5 Chi2
0.9299999999999998,0.9943064182194618,0.8992248062015504,Top 5 Chi2
0.9499999999999998,0.994824016563147,0.9085271317829458,Top 5 Chi2
0.9699999999999999,0.994824016563147,0.9286821705426357,Top 5 Chi2
0.9899999999999999,0.9943064182194618,0.9085271317829458,Top 5 Chi2
0.01,0.8457556935817805,0.8325581395348837,Machine Features
0.03,0.8737060041407867,0.8449612403100775,Machine Features
0.049999999999999996,0.8871635610766045,0.8511627906976744,Machine Features
0.06999999999999999,0.8918219461697723,0.8403100775193798,Machine Features
0.08999999999999998,0.8985507246376812,0.8604651162790697,Machine Features
0.10999999999999997,0.9089026915113871,0.8651162790697674,Machine Features
0.12999999999999998,0.9177018633540373,0.8651162790697674,Machine Features
0.15,0.9156314699792961,0.8775193798449612,Machine Features
0.16999999999999998,0.9311594202898551,0.8573643410852713,Machine Features
0.18999999999999997,0.9373706004140787,0.8651162790697674,Machine Features
0.20999999999999996,0.9373706004140787,0.862015503875969,Machine Features
0.22999999999999998,0.9342650103519669,0.8542635658914729,Machine Features
0.24999999999999997,0.94824016563147,0.8635658914728682,Machine Features
0.26999999999999996,0.9477225672877847,0.862015503875969,Machine Features
0.29,0.9508281573498965,0.862015503875969,Machine Features
0.30999999999999994,0.9523809523809523,0.8682170542635659,Machine Features
0.32999999999999996,0.9565217391304348,0.8635658914728682,Machine Features
0.35,0.9549689440993789,0.8527131782945736,Machine Features
0.36999999999999994,0.9616977225672878,0.8635658914728682,Machine Features
0.38999999999999996,0.9606625258799172,0.8666666666666667,Machine Features
0.4099999999999999,0.9565217391304348,0.8651162790697674,Machine Features
0.42999999999999994,0.9580745341614907,0.8651162790697674,Machine Features
0.44999999999999996,0.9642857142857143,0.8728682170542635,Machine Features
0.4699999999999999,0.9632505175983437,0.8682170542635659,Machine Features
0.48999999999999994,0.9663561076604554,0.8589147286821706,Machine Features
0.5099999999999999,0.9694616977225673,0.8558139534883721,Machine Features
0.5299999999999999,0.968944099378882,0.8542635658914729,Machine Features
0.5499999999999999,0.9627329192546584,0.8651162790697674,Machine Features
0.57,0.9694616977225673,0.8589147286821706,Machine Features
0.59,0.9684265010351967,0.827906976744186,Machine Features
0.6099999999999999,0.9699792960662525,0.8558139534883721,Machine Features
0.6299999999999999,0.9637681159420289,0.8403100775193798,Machine Features
0.6499999999999999,0.9699792960662525,0.8418604651162791,Machine Features
0.6699999999999999,0.9704968944099379,0.8387596899224806,Machine Features
0.69,0.967391304347826,0.8434108527131783,Machine Features
0.7099999999999999,0.968944099378882,0.8480620155038759,Machine Features
0.7299999999999999,0.9710144927536232,0.827906976744186,Machine Features
0.7499999999999999,0.967391304347826,0.8434108527131783,Machine Features
0.7699999999999999,0.9704968944099379,0.8418604651162791,Machine Features
0.7899999999999999,0.9704968944099379,0.8465116279069768,Machine Features
0.8099999999999998,0.9710144927536232,0.8697674418604651,Machine Features
0.8299999999999998,0.9710144927536232,0.8775193798449612,Machine Features
0.8499999999999999,0.9668737060041408,0.8589147286821706,Machine Features
0.8699999999999999,0.9710144927536232,0.8589147286821706,Machine Features
0.8899999999999999,0.9710144927536232,0.8372093023255814,Machine Features
0.9099999999999999,0.9694616977225673,0.8434108527131783,Machine Features
0.9299999999999998,0.9720496894409938,0.8465116279069768,Machine Features
0.9499999999999998,0.9699792960662525,0.8434108527131783,Machine Features
0.9699999999999999,0.9720496894409938,0.8635658914728682,Machine Features
0.9899999999999999,0.9720496894409938,0.8294573643410853,Machine Features
0.01,0.7888198757763976,0.8,Weather Features
0.03,0.8146997929606625,0.7953488372093023,Weather Features
0.049999999999999996,0.8281573498964804,0.813953488372093,Weather Features
0.06999999999999999,0.8410973084886129,0.8232558139534883,Weather Features
0.08999999999999998,0.8493788819875776,0.8155038759689922,Weather Features
0.10999999999999997,0.8555900621118012,0.8372093023255814,Weather Features
0.12999999999999998,0.8561076604554866,0.834108527131783,Weather Features
0.15,0.8545548654244306,0.8372093023255814,Weather Features
0.16999999999999998,0.855072463768116,0.834108527131783,Weather Features
0.18999999999999997,0.8555900621118012,0.8372093023255814,Weather Features
0.20999999999999996,0.8555900621118012,0.8310077519379845,Weather Features
0.22999999999999998,0.8555900621118012,0.8372093023255814,Weather Features
0.24999999999999997,0.8561076604554866,0.834108527131783,Weather Features
0.26999999999999996,0.8561076604554866,0.8325581395348837,Weather Features
0.29,0.8576604554865425,0.8356589147286821,Weather Features
0.30999999999999994,0.8561076604554866,0.834108527131783,Weather Features
0.32999999999999996,0.8571428571428571,0.834108527131783,Weather Features
0.35,0.8576604554865425,0.8372093023255814,Weather Features
0.36999999999999994,0.8586956521739131,0.8372093023255814,Weather Features
0.38999999999999996,0.8586956521739131,0.8356589147286821,Weather Features
0.4099999999999999,0.8586956521739131,0.8372093023255814,Weather Features
0.42999999999999994,0.8586956521739131,0.8372093023255814,Weather Features
0.44999999999999996,0.8586956521739131,0.8356589147286821,Weather Features
0.4699999999999999,0.8586956521739131,0.8372093023255814,Weather Features
0.48999999999999994,0.8586956521739131,0.8372093023255814,Weather Features
0.5099999999999999,0.8586956521739131,0.8356589147286821,Weather Features
0.5299999999999999,0.8586956521739131,0.8403100775193798,Weather Features
0.5499999999999999,0.8586956521739131,0.8356589147286821,Weather Features
0.57,0.8586956521739131,0.8372093023255814,Weather Features
0.59,0.8586956521739131,0.8356589147286821,Weather Features
0.6099999999999999,0.8586956521739131,0.8356589147286821,Weather Features
0.6299999999999999,0.8586956521739131,0.8356589147286821,Weather Features
0.6499999999999999,0.8586956521739131,0.8372093023255814,Weather Features
0.6699999999999999,0.8586956521739131,0.8372093023255814,Weather Features
0.69,0.8586956521739131,0.8356589147286821,Weather Features
0.7099999999999999,0.8586956521739131,0.8356589147286821,Weather Features
0.7299999999999999,0.8586956521739131,0.8372093023255814,Weather Features
0.7499999999999999,0.8586956521739131,0.8356589147286821,Weather Features
0.7699999999999999,0.8586956521739131,0.8372093023255814,Weather Features
0.7899999999999999,0.8586956521739131,0.8372093023255814,Weather Features
0.8099999999999998,0.8586956521739131,0.8356589147286821,Weather Features
0.8299999999999998,0.8586956521739131,0.8403100775193798,Weather Features
0.8499999999999999,0.8586956521739131,0.8372093023255814,Weather Features
0.8699999999999999,0.8586956521739131,0.8387596899224806,Weather Features
0.8899999999999999,0.8586956521739131,0.8356589147286821,Weather Features
0.9099999999999999,0.8586956521739131,0.8403100775193798,Weather Features
0.9299999999999998,0.8586956521739131,0.8372093023255814,Weather Features
0.9499999999999998,0.8586956521739131,0.8372093023255814,Weather Features
0.9699999999999999,0.8586956521739131,0.8356589147286821,Weather Features
0.9899999999999999,0.8586956521739131,0.8387596899224806,Weather Features
0.01,0.7085921325051759,0.6945736434108527,Quality Features
0.03,0.7929606625258799,0.7844961240310078,Quality Features
0.049999999999999996,0.7939958592132506,0.7844961240310078,Quality Features
0.06999999999999999,0.8084886128364389,0.786046511627907,Quality Features
0.08999999999999998,0.8157349896480331,0.7937984496124031,Quality Features
0.10999999999999997,0.8286749482401656,0.8031007751937984,Quality Features
0.12999999999999998,0.8426501035196687,0.8093023255813954,Quality Features
0.15,0.8519668737060041,0.8217054263565892,Quality Features
0.16999999999999998,0.8426501035196687,0.8062015503875969,Quality Features
0.18999999999999997,0.8664596273291926,0.8232558139534883,Quality Features
0.20999999999999996,0.8716356107660456,0.8232558139534883,Quality Features
0.22999999999999998,0.879399585921325,0.8356589147286821,Quality Features
0.24999999999999997,0.900103519668737,0.8387596899224806,Quality Features
0.26999999999999996,0.9011387163561076,0.8449612403100775,Quality Features
0.29,0.917184265010352,0.8294573643410853,Quality Features
0.30999999999999994,0.9125258799171843,0.8604651162790697,Quality Features
0.32999999999999996,0.9182194616977226,0.8418604651162791,Quality Features
0.35,0.9239130434782609,0.8465116279069768,Quality Features
0.36999999999999994,0.9244306418219461,0.8604651162790697,Quality Features
0.38999999999999996,0.9373706004140787,0.862015503875969,Quality Features
0.4099999999999999,0.9472049689440993,0.8697674418604651,Quality Features
0.42999999999999994,0.9368530020703933,0.8496124031007752,Quality Features
0.44999999999999996,0.9399585921325052,0.8744186046511628,Quality Features
0.4699999999999999,0.943064182194617,0.8480620155038759,Quality Features
0.48999999999999994,0.9487577639751553,0.8589147286821706,Quality Features
0.5099999999999999,0.9565217391304348,0.8821705426356589,Quality Features
0.5299999999999999,0.9601449275362319,0.862015503875969,Quality Features
0.5499999999999999,0.9580745341614907,0.8527131782945736,Quality Features
0.57,0.9513457556935818,0.8558139534883721,Quality Features
0.59,0.9554865424430642,0.8744186046511628,Quality Features
0.6099999999999999,0.9606625258799172,0.8465116279069768,Quality Features
0.6299999999999999,0.9637681159420289,0.8728682170542635,Quality Features
0.6499999999999999,0.9730848861283644,0.8806201550387597,Quality Features
0.6699999999999999,0.9596273291925466,0.8589147286821706,Quality Features
0.69,0.9616977225672878,0.8728682170542635,Quality Features
0.7099999999999999,0.9616977225672878,0.875968992248062,Quality Features
0.7299999999999999,0.9668737060041408,0.875968992248062,Quality Features
0.7499999999999999,0.9653209109730849,0.8635658914728682,Quality Features
0.7699999999999999,0.972567287784679,0.862015503875969,Quality Features
0.7899999999999999,0.9684265010351967,0.8682170542635659,Quality Features
0.8099999999999998,0.9761904761904762,0.8868217054263566,Quality Features
0.8299999999999998,0.9787784679089027,0.8666666666666667,Quality Features
0.8499999999999999,0.9730848861283644,0.8635658914728682,Quality Features
0.8699999999999999,0.9715320910973085,0.8666666666666667,Quality Features
0.8899999999999999,0.9772256728778468,0.8837209302325582,Quality Features
0.9099999999999999,0.9787784679089027,0.8775193798449612,Quality Features
0.9299999999999998,0.9798136645962733,0.862015503875969,Quality Features
0.9499999999999998,0.977743271221532,0.8806201550387597,Quality Features
0.9699999999999999,0.9787784679089027,0.8697674418604651,Quality Features
0.9899999999999999,0.979296066252588,0.8914728682170543,Quality Features
